epoch,Depth_accuracy,Depth_loss,Horizontal_position_accuracy,Horizontal_position_loss,loss,val_Depth_accuracy,val_Depth_loss,val_Horizontal_position_accuracy,val_Horizontal_position_loss,val_loss
69,0.0,0.037391253,0.0,0.0617342,0.1365167091116309,0.0,0.085907996,0.0,0.041051354,0.21286732487380505
70,0.0,0.03735227,0.0,0.061530065,0.1362347201704979,0.0,0.053428415,0.0,0.036883827,0.14374061837792396
71,0.0,0.037143372,0.0,0.06181094,0.1360976622104645,0.0,0.09940046,0.0,0.038257048,0.2370579196512699
72,0.0,0.037235398,0.0,0.061267048,0.13573791292309761,0.0,0.091372795,0.0,0.037178025,0.219923639819026
73,0.0,0.037295345,0.0,0.06123903,0.1358296587616205,0.0,0.07666404,0.0,0.037741728,0.191069817841053
74,0.0,0.037044875,0.0,0.060464326,0.13455408511310815,0.0,0.08173135,0.0,0.042826977,0.2062896716594696
75,0.0,0.0372545,0.0,0.06047267,0.13498167426139115,0.0,0.10757474,0.0,0.040484056,0.25563352800905703
76,0.0,0.03701308,0.0,0.05980702,0.13383316452056168,0.0,0.08862229,0.0,0.03496435,0.21220891565084457
77,0.0,0.03698891,0.0,0.06056171,0.1345394701883197,0.0,0.07703964,0.0,0.037537437,0.19161670930683614
78,0.0,0.03718261,0.0,0.060102057,0.1344672324433923,0.0,0.075982325,0.0,0.034929078,0.18689372673630714
79,0.0,0.036718976,0.0,0.05993747,0.1333754601702094,0.0,0.062801056,0.0,0.04144204,0.1670442024618387
80,0.0,0.036720406,0.0,0.060182933,0.1336236933991313,0.0,0.10106,0.0,0.040877033,0.24299703299999237
81,0.0,0.03677389,0.0,0.06036023,0.13390801357477902,0.0,0.08985842,0.0,0.055692837,0.23540966548025608
82,0.0,0.03673377,0.0,0.059318904,0.13278644844144583,0.0,0.06850257,0.0,0.05127631,0.18828147403895856
83,0.0,0.03681982,0.0,0.059215017,0.13285465136915445,0.0,0.0916733,0.0,0.032621227,0.21596781797707082
84,0.0,0.03683854,0.0,0.059699662,0.1333767273798585,0.0,0.10669194,0.0,0.042803742,0.2561875973641872
85,0.0,0.03686879,0.0,0.0593904,0.13312797386199235,0.0,0.098725416,0.0,0.041458473,0.23890939399600028
86,0.0,0.036276814,0.0,0.060226902,0.13278056360036133,0.0,0.07901751,0.0,0.040777463,0.1988125230371952
87,0.0,0.036257315,0.0,0.058318447,0.13083316539227963,0.0,0.076608606,0.0,0.037705068,0.19092224881052972
88,0.0,0.03628572,0.0,0.059597664,0.13216915076971053,0.0,0.08424932,0.0,0.04051006,0.2090086467564106
89,0.0,0.036404002,0.0,0.05893042,0.13173841995745897,0.0,0.092008345,0.0,0.05581021,0.23982688412070274
90,0.0,0.03625324,0.0,0.05939047,0.13189699206501246,0.0,0.06846399,0.0,0.037684675,0.17461260624229907
91,0.0,0.0364363,0.0,0.05830688,0.1311794393733144,0.0,0.054231733,0.0,0.044293057,0.15275653213262558
92,0.0,0.036479488,0.0,0.05897703,0.13193601965159177,0.0,0.09207033,0.0,0.06674624,0.2508868438005447
93,0.0,0.036402583,0.0,0.058981806,0.1317870071604848,0.0,0.06877396,0.0,0.034864534,0.17241243556141853
94,0.0,0.036205135,0.0,0.058596704,0.13100689137727023,0.0,0.079333335,0.0,0.03838014,0.19704680055379867
95,0.0,0.0362318,0.0,0.05828377,0.13074732748419046,0.0,0.052564062,0.0,0.042962864,0.1480910102650523
96,0.0,0.036027215,0.0,0.058139,0.13019344978779554,0.0,0.10547673,0.0,0.045341536,0.25629499040544035
97,0.0,0.03585712,0.0,0.05766432,0.12937854328751563,0.0,0.0625614,0.0,0.039177246,0.1643000366538763
98,0.0,0.035816774,0.0,0.058537006,0.13017058039456605,0.0,0.089397915,0.0,0.044750944,0.22354678973555564
99,0.0,0.03570307,0.0,0.05818094,0.12958709920942785,0.0,0.0611003,0.0,0.038138855,0.1603394665196538
